merchant,brand,name_ar,name_en,category,sku,product_url,quality_score,issues,price_sar_TO_FILL,width_cm_TO_FILL,depth_cm_TO_FILL,height_cm_TO_FILL,availability_TO_FILL
IKEA Saudi Arabia,IKEA,,"ROSENTORP Extendable table, black, 110/155 cm",dining room,605.682.64,https://www.ikea.com/sa/en/p/rosentorp-extendable-table-black-60568264/,56,missing_price|unknown_availability|missing_dimensions,,,,,
IKEA Saudi Arabia,IKEA,,"TONSTAD Table, brown stained oak veneer, 150x80 cm",dining room,405.999.40,https://www.ikea.com/sa/en/p/tonstad-table-brown-stained-oak-veneer-40599940/,56,missing_price|unknown_availability|missing_dimensions,,,,,
IKEA Saudi Arabia,IKEA,,"TONSTAD Table, off-white, 150x80 cm",dining room,605.999.39,https://www.ikea.com/sa/en/p/tonstad-table-off-white-60599939/,56,missing_price|unknown_availability|missing_dimensions,,,,,
IKEA Saudi Arabia,IKEA,,"VIHALS Table, white/white, 125x74 cm",dining room,395.785.09,https://www.ikea.com/sa/en/p/vihals-table-white-white-s39578509/,56,missing_price|unknown_availability|missing_dimensions,,,,,
IKEA Saudi Arabia,IKEA,,"VIHALS Table, green/green, 125x74 cm",dining room,195.785.10,https://www.ikea.com/sa/en/p/vihals-table-green-green-s19578510/,56,missing_price|unknown_availability|missing_dimensions,,,,,
IKEA Saudi Arabia,IKEA,,"VIHALS Table, white/green, 125x74 cm",dining room,795.785.12,https://www.ikea.com/sa/en/p/vihals-table-white-green-s79578512/,56,missing_price|unknown_availability|missing_dimensions,,,,,
IKEA Saudi Arabia,IKEA,,"VIHALS Table, green/white, 125x74 cm",dining room,995.785.11,https://www.ikea.com/sa/en/p/vihals-table-green-white-s99578511/,56,missing_price|unknown_availability|missing_dimensions,,,,,
IKEA Saudi Arabia,IKEA,,"ÅLHULT Table, black/brown, 120x80 cm",dining room,406.007.93,https://www.ikea.com/sa/en/p/alhult-table-black-brown-40600793/,56,missing_price|unknown_availability|missing_dimensions,,,,,
IKEA Saudi Arabia,IKEA,,"ÅLHULT Table, beige/brown, 120x80 cm",dining room,005.979.19,https://www.ikea.com/sa/en/p/alhult-table-beige-brown-00597919/,56,missing_price|unknown_availability|missing_dimensions,,,,,
IKEA Saudi Arabia,IKEA,,"ÅLHULT Extendable table, black/brown, 120/170x80 cm",dining room,206.007.89,https://www.ikea.com/sa/en/p/alhult-extendable-table-black-brown-20600789/,56,missing_price|unknown_availability|missing_dimensions,,,,,
IKEA Saudi Arabia,IKEA,,"ÅLHULT Extendable table, beige/brown, 120/170x80 cm",dining room,605.979.21,https://www.ikea.com/sa/en/p/alhult-extendable-table-beige-brown-60597921/,56,missing_price|unknown_availability|missing_dimensions,,,,,
IKEA Saudi Arabia,IKEA,,"PINNTORP Table, light brown stained/white stained pine, 125x75 cm",dining room,305.294.67,https://www.ikea.com/sa/en/p/pinntorp-table-light-brown-stained-white-stained-pine-30529467/,56,missing_price|unknown_availability|missing_dimensions,,,,,
IKEA Saudi Arabia,IKEA,,"LISABO Table, black/ash veneer, 140x78 cm",dining room,803.824.39,https://www.ikea.com/sa/en/p/lisabo-table-black-ash-veneer-80382439/,56,missing_price|unknown_availability|missing_dimensions,,,,,
IKEA Saudi Arabia,IKEA,,"LISABO Table, ash veneer, 140x78 cm",dining room,702.943.39,https://www.ikea.com/sa/en/p/lisabo-table-ash-veneer-70294339/,56,missing_price|unknown_availability|missing_dimensions,,,,,
IKEA Saudi Arabia,IKEA,,"SKOGSTA Dining table, acacia/black, 235x100 cm",dining room,704.192.64,https://www.ikea.com/sa/en/p/skogsta-dining-table-acacia-black-70419264/,56,missing_price|unknown_availability|missing_dimensions,,,,,
IKEA Saudi Arabia,IKEA,,"PINNTORP Gateleg table, light brown stained/white stained pine, 67/124x75 cm",dining room,705.294.65,https://www.ikea.com/sa/en/p/pinntorp-gateleg-table-light-brown-stained-white-stained-pine-70529465/,56,missing_price|unknown_availability|missing_dimensions,,,,,
IKEA Saudi Arabia,IKEA,,"BERGSHYTTAN Table, dark brown ash veneer, 240x93 cm",dining room,406.082.42,https://www.ikea.com/sa/en/p/bergshyttan-table-dark-brown-ash-veneer-40608242/,56,missing_price|unknown_availability|missing_dimensions,,,,,
IKEA Saudi Arabia,IKEA,,"ÅLHULT Table, black/brown, 170x80 cm",dining room,806.007.86,https://www.ikea.com/sa/en/p/alhult-table-black-brown-80600786/,56,missing_price|unknown_availability|missing_dimensions,,,,,
IKEA Saudi Arabia,IKEA,,"HAUGA Table, white/birch veneer, 118x74 cm",dining room,005.767.09,https://www.ikea.com/sa/en/p/hauga-table-white-birch-veneer-00576709/,56,missing_price|unknown_availability|missing_dimensions,,,,,
IKEA Saudi Arabia,IKEA,,"NORDKISA Bedside table, bamboo, 40x40 cm",bedroom,604.476.77,https://www.ikea.com/sa/en/p/nordkisa-bedside-table-bamboo-60447677/,56,missing_price|unknown_availability|missing_dimensions,,,,,
IKEA Saudi Arabia,IKEA,,"GILLERSBERG Bedside table, bamboo/white, 39x39x56 cm",bedroom,306.089.83,https://www.ikea.com/sa/en/p/gillersberg-bedside-table-bamboo-white-30608983/,56,missing_price|unknown_availability|missing_dimensions,,,,,
IKEA Saudi Arabia,IKEA,,"SONGESAND Bedside table, brown, 42x40 cm",bedroom,703.674.44,https://www.ikea.com/sa/en/p/songesand-bedside-table-brown-70367444/,56,missing_price|unknown_availability|missing_dimensions,,,,,
IKEA Saudi Arabia,IKEA,,"TONSTAD Bedside table, off-white, 40x40x59 cm",bedroom,805.100.07,https://www.ikea.com/sa/en/p/tonstad-bedside-table-off-white-80510007/,56,missing_price|unknown_availability|missing_dimensions,,,,,
IKEA Saudi Arabia,IKEA,,"TONSTAD Bedside table, brown stained oak veneer, 40x40x59 cm",bedroom,404.893.19,https://www.ikea.com/sa/en/p/tonstad-bedside-table-brown-stained-oak-veneer-40489319/,56,missing_price|unknown_availability|missing_dimensions,,,,,
IKEA Saudi Arabia,IKEA,,"NORDLI Chest of 2 drawers, white, 40x54 cm",bedroom,092.398.27,https://www.ikea.com/sa/en/p/nordli-chest-of-2-drawers-white-s09239827/,56,missing_price|unknown_availability|missing_dimensions,,,,,
IKEA Saudi Arabia,IKEA,,"MALM Chest of 2 drawers, black-brown, 40x55 cm",bedroom,001.033.43,https://www.ikea.com/sa/en/p/malm-chest-of-2-drawers-black-brown-00103343/,56,missing_price|unknown_availability|missing_dimensions,,,,,
IKEA Saudi Arabia,IKEA,,"MALM Chest of 2 drawers, white, 40x55 cm",bedroom,906.253.19,https://www.ikea.com/sa/en/p/malm-chest-of-2-drawers-white-90625319/,56,missing_price|unknown_availability|missing_dimensions,,,,,
IKEA Saudi Arabia,IKEA,,"HEMNES Chest of 2 drawers, white stain, 54x66 cm",bedroom,802.426.27,https://www.ikea.com/sa/en/p/hemnes-chest-of-2-drawers-white-stain-80242627/,56,missing_price|unknown_availability|missing_dimensions,,,,,
IKEA Saudi Arabia,IKEA,,"KULLEN Chest of 2 drawers, black-brown, 35x49 cm",bedroom,603.221.30,https://www.ikea.com/sa/en/p/kullen-chest-of-2-drawers-black-brown-60322130/,56,missing_price|unknown_availability|missing_dimensions,,,,,
IKEA Saudi Arabia,IKEA,,"BLÄSTÅSEN Bedside table, white, 50x37x76 cm",bedroom,005.950.67,https://www.ikea.com/sa/en/p/blaestasen-bedside-table-white-00595067/,56,missing_price|unknown_availability|missing_dimensions,,,,,
IKEA Saudi Arabia,IKEA,,"BLÄSTÅSEN Bedside table, black, 50x37x76 cm",bedroom,906.175.69,https://www.ikea.com/sa/en/p/blaestasen-bedside-table-black-90617569/,56,missing_price|unknown_availability|missing_dimensions,,,,,
IKEA Saudi Arabia,IKEA,,"HAUGA Bedside table, white, 40x36 cm",bedroom,004.889.63,https://www.ikea.com/sa/en/p/hauga-bedside-table-white-00488963/,56,missing_price|unknown_availability|missing_dimensions,,,,,
IKEA Saudi Arabia,IKEA,,"GULLABERG Bedside table with 1 drawer and shelf, grey, 53x43x69 cm",bedroom,605.617.43,https://www.ikea.com/sa/en/p/gullaberg-bedside-table-with-1-drawer-with-shelf-grey-60561743/,56,missing_price|unknown_availability|missing_dimensions,,,,,
IKEA Saudi Arabia,IKEA,,"GULLABERG Bedside table with 1 drawer and shelf, white, 53x43x69 cm",bedroom,205.617.40,https://www.ikea.com/sa/en/p/gullaberg-bedside-table-with-1-drawer-with-shelf-white-20561740/,56,missing_price|unknown_availability|missing_dimensions,,,,,
IKEA Saudi Arabia,IKEA,,"KULLEN Chest of 6 drawers, white, 140x40x72 cm",bedroom,903.092.45,https://www.ikea.com/sa/en/p/kullen-chest-of-6-drawers-white-90309245/,56,missing_price|unknown_availability|missing_dimensions,,,,,
IKEA Saudi Arabia,IKEA,,"IDANÄS Chest of 6 drawers, white, 162x95 cm",bedroom,104.587.10,https://www.ikea.com/sa/en/p/idanaes-chest-of-6-drawers-white-10458710/,56,missing_price|unknown_availability|missing_dimensions,,,,,
IKEA Saudi Arabia,IKEA,,"IDANÄS Chest of 6 drawers, dark brown stained, 162x95 cm",bedroom,304.587.14,https://www.ikea.com/sa/en/p/idanaes-chest-of-6-drawers-dark-brown-stained-30458714/,56,missing_price|unknown_availability|missing_dimensions,,,,,
IKEA Saudi Arabia,IKEA,,"KILBERGET Chest of 6 drawers, white, 144x78 cm",bedroom,206.099.16,https://www.ikea.com/sa/en/p/kilberget-chest-of-6-drawers-white-20609916/,56,missing_price|unknown_availability|missing_dimensions,,,,,
IKEA Saudi Arabia,IKEA,,"KULLEN Chest of 5 drawers, black-brown, 70x40x112 cm",bedroom,403.936.61,https://www.ikea.com/sa/en/p/kullen-chest-of-5-drawers-black-brown-40393661/,56,missing_price|unknown_availability|missing_dimensions,,,,,
IKEA Saudi Arabia,IKEA,,"GULLABERG Chest of 8 drawers, white, 168x48x100 cm",bedroom,206.099.02,https://www.ikea.com/sa/en/p/gullaberg-chest-of-8-drawers-white-20609902/,56,missing_price|unknown_availability|missing_dimensions,,,,,
IKEA Saudi Arabia,IKEA,,"GULLABERG Chest of 8 drawers, grey, 168x48x100 cm",bedroom,406.099.01,https://www.ikea.com/sa/en/p/gullaberg-chest-of-8-drawers-grey-40609901/,56,missing_price|unknown_availability|missing_dimensions,,,,,
IKEA Saudi Arabia,IKEA,,"HEMNES Chest of 8 drawers, grey stained, 160x96 cm",bedroom,303.924.69,https://www.ikea.com/sa/en/p/hemnes-chest-of-8-drawers-grey-stained-30392469/,56,missing_price|unknown_availability|missing_dimensions,,,,,
IKEA Saudi Arabia,IKEA,,"HEMNES Chest of 8 drawers, white stain, 160x96 cm",bedroom,102.392.80,https://www.ikea.com/sa/en/p/hemnes-chest-of-8-drawers-white-stain-10239280/,56,missing_price|unknown_availability|missing_dimensions,,,,,
IKEA Saudi Arabia,IKEA,,"STOREMOLLA Chest of 3 drawers, light grey-beige stained, 93x50x91 cm",bedroom,105.909.17,https://www.ikea.com/sa/en/p/storemolla-chest-of-3-drawers-light-grey-beige-stained-10590917/,56,missing_price|unknown_availability|missing_dimensions,,,,,
IKEA Saudi Arabia,IKEA,,"LASTARE Chest of 4 drawers, white, 80x42x100 cm",bedroom,605.993.50,https://www.ikea.com/sa/en/p/lastare-chest-of-4-drawers-white-60599350/,56,missing_price|unknown_availability|missing_dimensions,,,,,
IKEA Saudi Arabia,IKEA,,"MALM Chest of 3 drawers, white, 80x78 cm",bedroom,204.035.62,https://www.ikea.com/sa/en/p/malm-chest-of-3-drawers-white-20403562/,56,missing_price|unknown_availability|missing_dimensions,,,,,
IKEA Saudi Arabia,IKEA,,"MALM Chest of 3 drawers, black-brown, 80x78 cm",bedroom,204.035.57,https://www.ikea.com/sa/en/p/malm-chest-of-3-drawers-black-brown-20403557/,56,missing_price|unknown_availability|missing_dimensions,,,,,
IKEA Saudi Arabia,IKEA,,"HEMNES Chest of 3 drawers, white stain, 108x96 cm",bedroom,804.247.45,https://www.ikea.com/sa/en/p/hemnes-chest-of-3-drawers-white-stain-80424745/,56,missing_price|unknown_availability|missing_dimensions,,,,,
IKEA Saudi Arabia,IKEA,,"MALM Chest of 6 drawers, black-brown/mirror glass, 40x123 cm",bedroom,504.035.89,https://www.ikea.com/sa/en/p/malm-chest-of-6-drawers-black-brown-mirror-glass-50403589/,56,missing_price|unknown_availability|missing_dimensions,,,,,
Pan Home Saudi Arabia,Pan Home,,Capitonne 3 Seater Sofa,living room,032BWF1000249,https://www.panhomestores.com/ksa_en/capitonne-3-seater-sofa-032bwf1000249,56,missing_price|unknown_availability|missing_dimensions,,,,,
Pan Home Saudi Arabia,Pan Home,,Stome 3 Seater Sofa - Beige,living room,032BWF1000263,https://www.panhomestores.com/ksa_en/stome-3-seater-sofa-beige-032bwf1000263,56,missing_price|unknown_availability|missing_dimensions,,,,,
Pan Home Saudi Arabia,Pan Home,,Kingdom 3 Seater Sofa - Beige,living room,032BWF1000099,https://www.panhomestores.com/ksa_en/kingdom-3-seater-sofa-beige-035bwf1000099-parent,56,missing_price|unknown_availability|missing_dimensions,,,,,
Pan Home Saudi Arabia,Pan Home,,Teek 3 Seater Sofa - Grey,living room,032JXD2000139,https://www.panhomestores.com/ksa_en/teek-3-seater-sofa-grey-032jxd2000139-parent,56,missing_price|unknown_availability|missing_dimensions,,,,,
Pan Home Saudi Arabia,Pan Home,,Glue 3 Seater Sofa,living room,032BWF2000244,https://www.panhomestores.com/ksa_en/glue-3-seater-sofa-032bwf2000244,56,missing_price|unknown_availability|missing_dimensions,,,,,
Pan Home Saudi Arabia,Pan Home,,Shelon 2 Seater Sofa - Beige,living room,032MZS1000197,https://www.panhomestores.com/ksa_en/shelon-2-seater-sofa-beige-032mzs1000197-parent,56,missing_price|unknown_availability|missing_dimensions,,,,,
Pan Home Saudi Arabia,Pan Home,,Mover 3 Seater Sofa,living room,032JSN0800198,https://www.panhomestores.com/ksa_en/mover-3-seater-sofa-032jsn0800198-parent,56,missing_price|unknown_availability|missing_dimensions,,,,,
Pan Home Saudi Arabia,Pan Home,,Lilac 2 Seater Sofa,living room,032HSC8200021,https://www.panhomestores.com/ksa_en/lilac-2-seater-sofa-032hsc8200021-parent,56,missing_price|unknown_availability|missing_dimensions,,,,,
Pan Home Saudi Arabia,Pan Home,,Arros 3 Seater Sofa - Grey,living room,032AZA7000515,https://www.panhomestores.com/ksa_en/arros-3-seater-sofa-grey-032aza7000515-parent,56,missing_price|unknown_availability|missing_dimensions,,,,,
Pan Home Saudi Arabia,Pan Home,,Otic 3 Seater Sofa - Dark Blue,living room,032AZA1000512,https://www.panhomestores.com/ksa_en/otic-3-seater-sofa-dark-blue-032aza1000512-parent,56,missing_price|unknown_availability|missing_dimensions,,,,,
Pan Home Saudi Arabia,Pan Home,,Royalstar 3-Seater Sofa - Light Grey,living room,032AZA1000518,https://www.panhomestores.com/ksa_en/royalstar-3-seater-sofa-light-grey-032aza1000518-parent,56,missing_price|unknown_availability|missing_dimensions,,,,,
Pan Home Saudi Arabia,Pan Home,,Batleno 3 Seater Sofa - Dark Brown,living room,032JXD1000279,https://www.panhomestores.com/ksa_en/batleno-3-seater-sofa-dark-brown-032jxd1000279-parent,56,missing_price|unknown_availability|missing_dimensions,,,,,
Pan Home Saudi Arabia,Pan Home,,Niue 4 Seater Sofa - Light Grey,living room,032JXD8200243,https://www.panhomestores.com/ksa_en/niue-4-seater-sofa-light-grey-032jxd8200243-parent,56,missing_price|unknown_availability|missing_dimensions,,,,,
Pan Home Saudi Arabia,Pan Home,,Tokelau 3 Seater Sofa - Cream,living room,032JXD4800241,https://www.panhomestores.com/ksa_en/tokelau-3-seater-sofa-cream-032jxd4800241,56,missing_price|unknown_availability|missing_dimensions,,,,,
Pan Home Saudi Arabia,Pan Home,,Rainshade 3 Seater Sofa - Beige,living room,032MZS1000280,https://www.panhomestores.com/ksa_en/rainshade-3-seater-sofa-beige-032mzs1000280-parent,56,missing_price|unknown_availability|missing_dimensions,,,,,
Pan Home Saudi Arabia,Pan Home,,Nairnook 3 Seater Sofa - Beige,living room,032BWF1000362,https://www.panhomestores.com/ksa_en/nairnook-3-seater-sofa-beige-032bwf1000362-parent,56,missing_price|unknown_availability|missing_dimensions,,,,,
Pan Home Saudi Arabia,Pan Home,,Neospace 3 Seater Sofa - Beige,living room,032MZS1000292,https://www.panhomestores.com/ksa_en/neospace-3-seater-sofa-beige-032mzs1000292-parent,56,missing_price|unknown_availability|missing_dimensions,,,,,
Pan Home Saudi Arabia,Pan Home,,Ironwood 3 Seater Sofa - Beige,living room,032BWF1000357,https://www.panhomestores.com/ksa_en/ironwood-3-seater-sofa-beige-032bwf1000357,56,missing_price|unknown_availability|missing_dimensions,,,,,
Pan Home Saudi Arabia,Pan Home,,Vidar 3 Seater Sofa - Beige,living room,032CYB1000077,https://www.panhomestores.com/ksa_en/vidar-3-seater-sofa-beige-032cyb1000077,56,missing_price|unknown_availability|missing_dimensions,,,,,
Pan Home Saudi Arabia,Pan Home,,Verta 3 Seater Sofa - Beige,living room,032JXD1000301,https://www.panhomestores.com/ksa_en/verta-3-seater-sofa-beige-032jxd1000301-parent,56,missing_price|unknown_availability|missing_dimensions,,,,,
Pan Home Saudi Arabia,Pan Home,,Hustler Single Seater Sofa - Beige,living room,032MZS1000208,https://www.panhomestores.com/ksa_en/hustler-single-seater-sofa-beige-032mzs1000208-parent,56,missing_price|unknown_availability|missing_dimensions,,,,,
Pan Home Saudi Arabia,Pan Home,,Bloth 4 Seater Sofa - Grey,living room,032MZS2000182,https://www.panhomestores.com/ksa_en/bloth-4-seater-sofa-grey-032mzs2000182-parent,56,missing_price|unknown_availability|missing_dimensions,,,,,
Pan Home Saudi Arabia,Pan Home,,Etruscan 4 Seater Sofa - Beige,living room,032AAA1000043,https://www.panhomestores.com/ksa_en/etruscan-4-seater-sofa-beige-032aaa1000043-parent,56,missing_price|unknown_availability|missing_dimensions,,,,,
Pan Home Saudi Arabia,Pan Home,,Baskin 3 Seater Sofa - Grey,living room,032ZJC2000025,https://www.panhomestores.com/ksa_en/baskin-3-seater-sofa-grey-032zjc2000025-parent,56,missing_price|unknown_availability|missing_dimensions,,,,,
Pan Home Saudi Arabia,Pan Home,,Dozen 2 Seater Sofa,living room,032VCL1000024,https://www.panhomestores.com/ksa_en/dozen-2-seater-sofa-032vcl1000024-parent,56,missing_price|unknown_availability|missing_dimensions,,,,,
Pan Home Saudi Arabia,Pan Home,,Rocan 4 Seater Sofa - Beige,living room,032MZS1000175,https://www.panhomestores.com/ksa_en/rocan-4-seater-sofa-beige-032mzs1000175-parent,56,missing_price|unknown_availability|missing_dimensions,,,,,
Pan Home Saudi Arabia,Pan Home,,Shelob 2 Seater Sofa - Beige,living room,032MZS1000201,https://www.panhomestores.com/ksa_en/shelob-2-seater-sofa-beige-032mzs1000201-parent,56,missing_price|unknown_availability|missing_dimensions,,,,,
Pan Home Saudi Arabia,Pan Home,,Node 2 Seater Sofa - Beige,living room,032MZS1000237,https://www.panhomestores.com/ksa_en/node-2-seater-sofa-beige-032mzs1000237,56,missing_price|unknown_availability|missing_dimensions,,,,,
Pan Home Saudi Arabia,Pan Home,,Polo 2 Seater Sofa,living room,032GGN1000002,https://www.panhomestores.com/ksa_en/polo-2-seater-sofa-032ggn1000002-parent,56,missing_price|unknown_availability|missing_dimensions,,,,,
Pan Home Saudi Arabia,Pan Home,,Wiggleseat 2 Seater Sofa - Grey & White,living room,032MZS2000286,https://www.panhomestores.com/ksa_en/wiggleseat-2-seater-sofa-grey-white-032mzs2000286,56,missing_price|unknown_availability|missing_dimensions,,,,,
Pan Home Saudi Arabia,Pan Home,,Lyon Coffee Table Solid Wood - Natural,living room,041FHH0500002,https://www.panhomestores.com/ksa_en/lyon-coffee-table-solid-wood-natural-041fhh0500002,56,missing_price|unknown_availability|missing_dimensions,,,,,
Pan Home Saudi Arabia,Pan Home,,Orion Modular Coffee Table - Black/Walnut,living room,011BUNDLESSK15,https://www.panhomestores.com/ksa_en/orion-modular-coffee-table-leg-veneer-with-modular-coffee-table-top-black-walnut-011bundlessk15,56,missing_price|unknown_availability|missing_dimensions,,,,,
Pan Home Saudi Arabia,Pan Home,,Vault Coffee Table Set 1+2 - Gold,living room,041MHW2400018,https://www.panhomestores.com/ksa_en/vault-coffee-table-set-1-2-gold-041mhw2400018,56,missing_price|unknown_availability|missing_dimensions,,,,,
Pan Home Saudi Arabia,Pan Home,,Vernon Accent Chair,living room,033JSF1400012,https://www.panhomestores.com/ksa_en/vernon-accent-chair-033jsf1400012,56,missing_price|unknown_availability|missing_dimensions,,,,,
Pan Home Saudi Arabia,Pan Home,,Teles Coffee Table - Beige,living room,041MFG1000025,https://www.panhomestores.com/ksa_en/teles-coffee-table-beige-041mfg1000025,56,missing_price|unknown_availability|missing_dimensions,,,,,
Pan Home Saudi Arabia,Pan Home,,Adila 6 Seater Dining Table - Grey Black,dining room,023HRB2000056,https://www.panhomestores.com/ksa_en/adila-6-seater-dining-table-grey-black-023hrb2000056,56,missing_price|unknown_availability|missing_dimensions,,,,,
Pan Home Saudi Arabia,Pan Home,,Tallo High Back Office Chair with Massage - Black,home office,051NEL1800115,https://www.panhomestores.com/ksa_en/tallo-high-back-office-chair-with-massage-black-051nel1800115,56,missing_price|unknown_availability|missing_dimensions,,,,,
Pan Home Saudi Arabia,Pan Home,,Corien Accent Chair,living room,033AMY1700077,https://www.panhomestores.com/ksa_en/corien-accent-chair-033amy1700077,56,missing_price|unknown_availability|missing_dimensions,,,,,
Pan Home Saudi Arabia,Pan Home,,Risdon Coffee Table - Grey,living room,041ZDE0800050,https://www.panhomestores.com/ksa_en/risdon-coffee-table-grey-041zde0800050,56,missing_price|unknown_availability|missing_dimensions,,,,,
Pan Home Saudi Arabia,Pan Home,,Orion Modular 6-Seater Dining Table - Black/Black,dining room,011BUNDLESSK45,https://www.panhomestores.com/ksa_en/orion-modular-dining-table-leg-veneer-with-6-seater-dining-table-top-black-black-011bundlessk45,56,missing_price|unknown_availability|missing_dimensions,,,,,
Pan Home Saudi Arabia,Pan Home,,Spectra High Back Office Chair - Black,home office,051AGB1800007,https://www.panhomestores.com/ksa_en/spectra-high-back-office-chair-black-051agb1800007,56,missing_price|unknown_availability|missing_dimensions,,,,,
Pan Home Saudi Arabia,Pan Home,,Karpos Accent Chair,living room,033ALJ1000010,https://www.panhomestores.com/ksa_en/karpos-accent-chair-033alj0800008-parent,56,missing_price|unknown_availability|missing_dimensions,,,,,
Pan Home Saudi Arabia,Pan Home,,Milano 1+2 Coffee Table Set,living room,041XGD1900123,https://www.panhomestores.com/ksa_en/milano-1-2-coffee-table-set-041xgd1900123,56,missing_price|unknown_availability|missing_dimensions,,,,,
Pan Home Saudi Arabia,Pan Home,,Orion Modular 6-Seater Dining Table with Marble Top - Black/White,dining room,011BUNDLESSK41,https://www.panhomestores.com/ksa_en/orion-modular-dining-table-leg-veneer-with-6-seater-dining-table-marble-top-black-white-011bundlessk41,56,missing_price|unknown_availability|missing_dimensions,,,,,
Pan Home Saudi Arabia,Pan Home,,Ergoflex Medium Back Office Chair - Beige,home office,051UFC1800032,https://www.panhomestores.com/ksa_en/ergoflex-medium-back-office-chair-beige-051ufc1800032,56,missing_price|unknown_availability|missing_dimensions,,,,,
Pan Home Saudi Arabia,Pan Home,,Mood Accent Chair,living room,033ZXC1400012,https://www.panhomestores.com/ksa_en/mood-accent-chair-033zxc1400012-parent,56,missing_price|unknown_availability|missing_dimensions,,,,,
Pan Home Saudi Arabia,Pan Home,,Roblox Coffee Table and 2 End Tables Set - Beige,living room,041BWF1000266,https://www.panhomestores.com/ksa_en/roblox-coffee-table-2-end-table-set-beige-041bwf1000266,56,missing_price|unknown_availability|missing_dimensions,,,,,
Pan Home Saudi Arabia,Pan Home,,Bilbao 8 Seater Dining Table - Dark Brown,dining room,023KHF3000005,https://www.panhomestores.com/ksa_en/bilbao-8-seater-dining-table-solid-pine-oak-veneer-dark-brown-023khf3000005,56,missing_price|unknown_availability|missing_dimensions,,,,,
Pan Home Saudi Arabia,Pan Home,,Spinepro Medium Back Office Chair - Black,home office,051UFC1800035,https://www.panhomestores.com/ksa_en/spinepro-medium-back-office-chair-black-051ufc1800035,56,missing_price|unknown_availability|missing_dimensions,,,,,
Pan Home Saudi Arabia,Pan Home,,Opalyn Accent Chair - Beige,living room,033AON1000020,https://www.panhomestores.com/ksa_en/opalyn-accent-chair-beige-033aon1000020-parent,56,missing_price|unknown_availability|missing_dimensions,,,,,
Pan Home Saudi Arabia,Pan Home,,Kaci Lift Top Coffee Table - Natural White,living room,054FGW0500002,https://www.panhomestores.com/ksa_en/kaci-lift-top-coffee-table-natural-white-054fgw0500002,56,missing_price|unknown_availability|missing_dimensions,,,,,
Pan Home Saudi Arabia,Pan Home,,Nara 4 Seater Dining Table - Dark Brown,dining room,032LNJ3000013,https://www.panhomestores.com/ksa_en/nara-4-seater-dining-table-oak-veneer-dark-brown-032lnj3000013,56,missing_price|unknown_availability|missing_dimensions,,,,,
Pan Home Saudi Arabia,Pan Home,,Oslo Low Back Office Chair - Brown,home office,051LZY1900008,https://www.panhomestores.com/ksa_en/oslo-low-back-office-chair-brown-051lzy1900008,56,missing_price|unknown_availability|missing_dimensions,,,,,
Pan Home Saudi Arabia,Pan Home,,Grap Accent Chair - Brown,living room,033JSN1900256,https://www.panhomestores.com/ksa_en/grap-accent-chair-brown-033jsn1900256,56,missing_price|unknown_availability|missing_dimensions,,,,,
Pan Home Saudi Arabia,Pan Home,,Ciso Coffee Table Veneer - Grey Natural,living room,041PIV2000008,https://www.panhomestores.com/ksa_en/ciso-coffee-table-veneer-grey-natural-041piv2000008,56,missing_price|unknown_availability|missing_dimensions,,,,,
Pan Home Saudi Arabia,Pan Home,,Ankara V1 6 Seater Dining Table - White & Brown,dining room,023IFI0800072,https://www.panhomestores.com/ksa_en/ankara-v1-6-seater-dining-table-marble-white-brown-023ifi0800072,56,missing_price|unknown_availability|missing_dimensions,,,,,
Pan Home Saudi Arabia,Pan Home,,Luno High Back Office Chair - Black,home office,051LZY1800005,https://www.panhomestores.com/ksa_en/luno-high-back-office-chair-black-051lzy1800005,56,missing_price|unknown_availability|missing_dimensions,,,,,
Pan Home Saudi Arabia,Pan Home,,Kivo Accent Chair - Beige,living room,033MZS1000385,https://www.panhomestores.com/ksa_en/kivo-accent-chair-beige-033mzs1000385,56,missing_price|unknown_availability|missing_dimensions,,,,,
Pan Home Saudi Arabia,Pan Home,,Risdon Coffee Table - Natural,living room,041ZDE0500048,https://www.panhomestores.com/ksa_en/risdon-coffee-table-natural-041zde0500048,56,missing_price|unknown_availability|missing_dimensions,,,,,
Pan Home Saudi Arabia,Pan Home,,Karmila 4 Seater Dining Table - Natural,dining room,023BLJ0500074,https://www.panhomestores.com/ksa_en/karmila-4-seater-dining-table-solid-wood-natural-023blj0500074,56,missing_price|unknown_availability|missing_dimensions,,,,,
Pan Home Saudi Arabia,Pan Home,,Balance Medium Back Office Chair - Grey,home office,051LZY2000004,https://www.panhomestores.com/ksa_en/balance-medium-back-office-chair-grey-051lzy2000004,56,missing_price|unknown_availability|missing_dimensions,,,,,
Pan Home Saudi Arabia,Pan Home,,Fate Accent Chair - Orange,living room,033NGM1700042,https://www.panhomestores.com/ksa_en/fate-accent-chair-orange-033ngm1700042-parent,56,missing_price|unknown_availability|missing_dimensions,,,,,
Pan Home Saudi Arabia,Pan Home,,Almada 6 Seater Dining Table - White,dining room,023SFI0800230,https://www.panhomestores.com/ksa_en/almada-6-seater-dining-table-white-023sfi0800230,56,missing_price|unknown_availability|missing_dimensions,,,,,
Pan Home Saudi Arabia,Pan Home,,Tiller Office Chair - Grey,home office,051MCA2000003,https://www.panhomestores.com/ksa_en/tiller-office-chair-black-051mca1800002-parent,56,missing_price|unknown_availability|missing_dimensions,,,,,
