id,canonicalNameAr,canonicalNameEn,brand,category,subcategory,dimensions,styleTags,roomTags,budgetTier,qualityScore,offerIds
prd_a64b917d304cf7885cb9,,"SÖDERHAMN 2-seat sofa with chaise longue, Viarp beige/brown",IKEA,living room,Sofa with chaise longue,"{""widthCm"":null,""depthCm"":null,""heightCm"":null,""lengthCm"":null,""diameterCm"":null,""weightKg"":null}",,,,56,off_1682dea87a9c9b3309c4
prd_72edc8efa95243ebd74e,,"SLATTUM Upholstered bed frame, Vissle dark grey, 140x200 cm",IKEA,bedroom,Bed frame,"{""widthCm"":null,""depthCm"":null,""heightCm"":null,""lengthCm"":null,""diameterCm"":null,""weightKg"":null}",,,,56,off_dd5e5e238015aabcc1dc
prd_a80ac06fd5124e800051,,"KLEPPSTAD Bed frame, white/Vissle beige, 140x200 cm",IKEA,bedroom,Bed frame,"{""widthCm"":null,""depthCm"":null,""heightCm"":null,""lengthCm"":null,""diameterCm"":null,""weightKg"":null}",,,,56,off_35a6daf67bd9bedb84bb
prd_11d787e8d747ec6034bb,,"NEIDEN Bed frame, pine, 140x200 cm",IKEA,bedroom,Bed frame,"{""widthCm"":null,""depthCm"":null,""heightCm"":null,""lengthCm"":null,""diameterCm"":null,""weightKg"":null}",,,,56,off_d67fca44650a50488a11
prd_d4b2a5fde0d6ca025f84,,"MALM Bed frame, high, white, 140x200 cm",IKEA,bedroom,Bed frame,"{""widthCm"":null,""depthCm"":null,""heightCm"":null,""lengthCm"":null,""diameterCm"":null,""weightKg"":null}",,,,56,off_02f4bc316c7ec42a101f
prd_f523d09c08ba5aca7f27,,"BRIMNES Bed frame with storage and headboard, white, 160x200 cm",IKEA,bedroom,Storage bed,"{""widthCm"":null,""depthCm"":null,""heightCm"":null,""lengthCm"":null,""diameterCm"":null,""weightKg"":null}",,,,56,off_c79c189162079fc88937
prd_e2733bcc40822eddcf29,,"RAMNEFJÄLL Upholstered bed frame, Kilanda light beige, 160x200 cm",IKEA,bedroom,Bed frame,"{""widthCm"":null,""depthCm"":null,""heightCm"":null,""lengthCm"":null,""diameterCm"":null,""weightKg"":null}",,,,56,off_e4f96d1f597004c94efa
prd_be1d75c77c336b3ba734,,"IDANÄS Bed frame, white, 140x200 cm",IKEA,bedroom,Bed frame,"{""widthCm"":null,""depthCm"":null,""heightCm"":null,""lengthCm"":null,""diameterCm"":null,""weightKg"":null}",,,,56,off_cc877aa9bf1c1a5e3f2f
prd_eab6534263496343075f,,"IDANÄS Upholstered bed frame, Naggen beige, 140x200 cm",IKEA,bedroom,Bed frame,"{""widthCm"":null,""depthCm"":null,""heightCm"":null,""lengthCm"":null,""diameterCm"":null,""weightKg"":null}",,,,56,off_2c44a1069f33a521eba0
prd_c35c844c5fe27bbcdadd,,"VIHALS Bed frame, white, 160x200 cm",IKEA,bedroom,Bed frame,"{""widthCm"":null,""depthCm"":null,""heightCm"":null,""lengthCm"":null,""diameterCm"":null,""weightKg"":null}",,,,56,off_a2bdd77d82a6bbb4dcfd
prd_f50e8f716ba85e118526,,"VIHALS Bed frame with 1 trundle bed, white/Luröy, 140x200 cm",IKEA,bedroom,Trundle bed,"{""widthCm"":null,""depthCm"":null,""heightCm"":null,""lengthCm"":null,""diameterCm"":null,""weightKg"":null}",,,,56,off_2f8595a1e1c1a0899187
prd_56b0bc89949ab05fc94b,,"SLATTUM Upholstered bed frame with headboard slipcover, 180x200 cm",IKEA,bedroom,Bed frame,"{""widthCm"":null,""depthCm"":null,""heightCm"":null,""lengthCm"":null,""diameterCm"":null,""weightKg"":null}",,,,56,off_a990f7a31c0d189f715a
prd_910750e857d8b46cfaf5,,"TÄLLÅSEN Upholstered bed frame, Kulsta grey-green, 140x200 cm",IKEA,bedroom,Bed frame,"{""widthCm"":null,""depthCm"":null,""heightCm"":null,""lengthCm"":null,""diameterCm"":null,""weightKg"":null}",,,,56,off_53e73e88154907558516
prd_7a963eb9c2a8bde5b30d,,"STJÄRNÖ Bed frame, white/Lönset, 140x200 cm",IKEA,bedroom,Bed frame,"{""widthCm"":null,""depthCm"":null,""heightCm"":null,""lengthCm"":null,""diameterCm"":null,""weightKg"":null}",,,,56,off_3f8c733242760b6c113f
prd_ded3f61d142426058ee4,,"TUFJORD Upholstered bed frame, Tallmyra black-blue, 140x200 cm",IKEA,bedroom,Bed frame,"{""widthCm"":null,""depthCm"":null,""heightCm"":null,""lengthCm"":null,""diameterCm"":null,""weightKg"":null}",,,,56,off_d656f4da26163c89c73a
prd_3c06b7bb7c54aed2ffc1,,"MALM Ottoman bed, white, 180x200 cm",IKEA,bedroom,Ottoman bed,"{""widthCm"":null,""depthCm"":null,""heightCm"":null,""lengthCm"":null,""diameterCm"":null,""weightKg"":null}",,,,56,off_372faa761837bbe10681
prd_0fcad8c7405b22771cd5,,"NORDLI Bed frame with storage and headboard, white, 140x200 cm",IKEA,bedroom,Storage bed,"{""widthCm"":null,""depthCm"":null,""heightCm"":null,""lengthCm"":null,""diameterCm"":null,""weightKg"":null}",,,,56,off_724e735b79b1e2aa6873
prd_daf58b414d214013703b,,"RÅDMANSÖ Bed frame, brown walnut effect/Leirsund, 140x200 cm",IKEA,bedroom,Bed frame,"{""widthCm"":null,""depthCm"":null,""heightCm"":null,""lengthCm"":null,""diameterCm"":null,""weightKg"":null}",,,,56,off_63fbd2d9e99300880a26
prd_5df7d8d2de09a9142f53,,"TONSTAD Bed frame with storage, brown stained oak veneer/Luröy, 140x200 cm",IKEA,bedroom,Storage bed,"{""widthCm"":null,""depthCm"":null,""heightCm"":null,""lengthCm"":null,""diameterCm"":null,""weightKg"":null}",,,,56,off_74ac4ac5971b5ffad570
prd_815ce3781c0170de2646,,"VEVELSTAD Bed frame, white, 160x200 cm",IKEA,bedroom,Bed frame,"{""widthCm"":null,""depthCm"":null,""heightCm"":null,""lengthCm"":null,""diameterCm"":null,""weightKg"":null}",,,,56,off_f305b15c0f0266d3fe2a
prd_90ef46527c263ffe04a1,,"SAGESUND Upholstered bed frame, Diseröd brown, 180x200 cm",IKEA,bedroom,Bed frame,"{""widthCm"":null,""depthCm"":null,""heightCm"":null,""lengthCm"":null,""diameterCm"":null,""weightKg"":null}",,,,56,off_77bbdaaec92939be342d
prd_93f8a20969d23b07b9d7,,"IDANÄS Bed frame with storage, dark brown/Lönset, 180x200 cm",IKEA,bedroom,Storage bed,"{""widthCm"":null,""depthCm"":null,""heightCm"":null,""lengthCm"":null,""diameterCm"":null,""weightKg"":null}",,,,56,off_b4e2f5bad111215d7c9f
prd_bd9c8a50b98474d56072,,"BRIMNES Bed frame with storage, white, 160x200 cm",IKEA,bedroom,Storage bed,"{""widthCm"":null,""depthCm"":null,""heightCm"":null,""lengthCm"":null,""diameterCm"":null,""weightKg"":null}",,,,56,off_a24f8923521c0cc71dd9
prd_d3e3ab6121a902bec87b,,"TARVA Bed frame, pine, 140x200 cm",IKEA,bedroom,Bed frame,"{""widthCm"":null,""depthCm"":null,""heightCm"":null,""lengthCm"":null,""diameterCm"":null,""weightKg"":null}",,,,56,off_4be68380609d47effa5d
prd_2b8a83086824944884c2,,"BJÖRKSNÄS Bed frame, birch/birch veneer/Luröy, 140x200 cm",IKEA,bedroom,Bed frame,"{""widthCm"":null,""depthCm"":null,""heightCm"":null,""lengthCm"":null,""diameterCm"":null,""weightKg"":null}",,,,56,off_e901286efe14f4a9e3c3
prd_8f7ac938cae8cdb55ff1,,"DANDERYD Dining table, white, 130x80 cm",IKEA,dining room,Dining table,"{""widthCm"":null,""depthCm"":null,""heightCm"":null,""lengthCm"":null,""diameterCm"":null,""weightKg"":null}",,,,56,off_5b3e1a926e48d8c27027
prd_f3849776c5e9bab1b0ef,,"DANDERYD Dining table, oak veneer/white, 130x80 cm",IKEA,dining room,Dining table,"{""widthCm"":null,""depthCm"":null,""heightCm"":null,""lengthCm"":null,""diameterCm"":null,""weightKg"":null}",,,,56,off_299e14096ab75e345890
prd_9625219a5e1d54b030bc,,"KRYLBO Chair, Tonerud dark beige",IKEA,dining room,Dining chair,"{""widthCm"":null,""depthCm"":null,""heightCm"":null,""lengthCm"":null,""diameterCm"":null,""weightKg"":null}",,,,56,off_125db8f9441caa46cf13
prd_06bf4413a69eb5a2c3da,,"TYSSEDAL Bed frame, white, 160x200 cm",IKEA,bedroom,Bed frame,"{""widthCm"":null,""depthCm"":null,""heightCm"":null,""lengthCm"":null,""diameterCm"":null,""weightKg"":null}",,,,56,off_458d5ad73c31e981f4f1
prd_4ce0909654ef3f942f14,,"PAX / FORSAND Wardrobe, white/white, 250x60x201 cm",IKEA,bedroom,Wardrobe,"{""widthCm"":null,""depthCm"":null,""heightCm"":null,""lengthCm"":null,""diameterCm"":null,""weightKg"":null}",,,,56,off_cc4880b523ee82d5a1c2
prd_5353db0a723b0118baa3,,"SANDSBERG Table, black, 110x67 cm",IKEA,dining room,Dining table,"{""widthCm"":null,""depthCm"":null,""heightCm"":null,""lengthCm"":null,""diameterCm"":null,""weightKg"":null}",,,,56,off_93c7564be9fc11f110fd
prd_f6cbc2be28becfd75420,,"SANDSBERG Table, black, 67x67 cm",IKEA,dining room,Dining table,"{""widthCm"":null,""depthCm"":null,""heightCm"":null,""lengthCm"":null,""diameterCm"":null,""weightKg"":null}",,,,56,off_72553a21bb8eec991087
prd_4df6b06c339f25980e55,,"ÅLHULT Table, beige/brown, 80x74 cm",IKEA,dining room,Dining table,"{""widthCm"":null,""depthCm"":null,""heightCm"":null,""lengthCm"":null,""diameterCm"":null,""weightKg"":null}",,,,56,off_be5e4d4ecaca861ad15e
prd_56667f240e10ee9c29ea,,"ÅLHULT Table, black/brown, 80x74 cm",IKEA,dining room,Dining table,"{""widthCm"":null,""depthCm"":null,""heightCm"":null,""lengthCm"":null,""diameterCm"":null,""weightKg"":null}",,,,56,off_515a8c4c85a9bbab0cdc
prd_e8e495665e0a7889ebbc,,"SKANSNÄS Extendable table, brown beech/veneer, 115/170 cm",IKEA,dining room,Dining table,"{""widthCm"":null,""depthCm"":null,""heightCm"":null,""lengthCm"":null,""diameterCm"":null,""weightKg"":null}",,,,56,off_40a0f4eb226a00739227
prd_c5c9eb100156ee9a0f18,,"MÖRBYLÅNGA Table, oak veneer brown stained, 140x85 cm",IKEA,dining room,Dining table,"{""widthCm"":null,""depthCm"":null,""heightCm"":null,""lengthCm"":null,""diameterCm"":null,""weightKg"":null}",,,,56,off_84dc9ce1a4f80ebe1dd4
prd_a448e56db41a8da380df,,"DANDERYD Dining table, pine veneer/black, 130x80 cm",IKEA,dining room,Dining table,"{""widthCm"":null,""depthCm"":null,""heightCm"":null,""lengthCm"":null,""diameterCm"":null,""weightKg"":null}",,,,56,off_a6467d2d2b9db3324022
prd_432f477f82321722e7a2,,"ROSENTORP Extendable table, white, 110/155 cm",IKEA,dining room,Dining table,"{""widthCm"":null,""depthCm"":null,""heightCm"":null,""lengthCm"":null,""diameterCm"":null,""weightKg"":null}",,,,56,off_baa98b1582905bc6b7e5
prd_085a8e6d8acb9023fde2,,"ROSENTORP Extendable table, black, 110/155 cm",IKEA,dining room,Dining table,"{""widthCm"":null,""depthCm"":null,""heightCm"":null,""lengthCm"":null,""diameterCm"":null,""weightKg"":null}",,,,56,off_0929116762f1df2f0591
prd_1507a02c4829e4d21298,,"TONSTAD Table, brown stained oak veneer, 150x80 cm",IKEA,dining room,Dining table,"{""widthCm"":null,""depthCm"":null,""heightCm"":null,""lengthCm"":null,""diameterCm"":null,""weightKg"":null}",,,,56,off_53ca49b1ed7b6e8244f4
prd_947573436622d4cb6116,,"TONSTAD Table, off-white, 150x80 cm",IKEA,dining room,Dining table,"{""widthCm"":null,""depthCm"":null,""heightCm"":null,""lengthCm"":null,""diameterCm"":null,""weightKg"":null}",,,,56,off_690a78ffb43198f172a2
prd_8a2d5b4594f99ec3fe9e,,"VIHALS Table, white/white, 125x74 cm",IKEA,dining room,Dining table,"{""widthCm"":null,""depthCm"":null,""heightCm"":null,""lengthCm"":null,""diameterCm"":null,""weightKg"":null}",,,,56,off_f8d820dd66abaf5a7365
prd_6a2e8d856c0a28711bb2,,"VIHALS Table, green/green, 125x74 cm",IKEA,dining room,Dining table,"{""widthCm"":null,""depthCm"":null,""heightCm"":null,""lengthCm"":null,""diameterCm"":null,""weightKg"":null}",,,,56,off_c88b1d3cdb90e11d9e81
prd_65963581960bdb0693bd,,"VIHALS Table, white/green, 125x74 cm",IKEA,dining room,Dining table,"{""widthCm"":null,""depthCm"":null,""heightCm"":null,""lengthCm"":null,""diameterCm"":null,""weightKg"":null}",,,,56,off_02155e7c1e8bf5db4159
prd_ecc980d929cd58b56ae0,,"VIHALS Table, green/white, 125x74 cm",IKEA,dining room,Dining table,"{""widthCm"":null,""depthCm"":null,""heightCm"":null,""lengthCm"":null,""diameterCm"":null,""weightKg"":null}",,,,56,off_2f7952e1d004cef17801
prd_d71dc79b24719001ba69,,"ÅLHULT Table, black/brown, 120x80 cm",IKEA,dining room,Dining table,"{""widthCm"":null,""depthCm"":null,""heightCm"":null,""lengthCm"":null,""diameterCm"":null,""weightKg"":null}",,,,56,off_65d84d8a82b7d620601a
prd_99a1f40ce6fab76eddc6,,"ÅLHULT Table, beige/brown, 120x80 cm",IKEA,dining room,Dining table,"{""widthCm"":null,""depthCm"":null,""heightCm"":null,""lengthCm"":null,""diameterCm"":null,""weightKg"":null}",,,,56,off_290a0cb78f644e029134
prd_cce4a4403e414a803a68,,"ÅLHULT Extendable table, black/brown, 120/170x80 cm",IKEA,dining room,Dining table,"{""widthCm"":null,""depthCm"":null,""heightCm"":null,""lengthCm"":null,""diameterCm"":null,""weightKg"":null}",,,,56,off_c5db122a8a917e172ae7
prd_eab446c4870ccb2656d0,,"ÅLHULT Extendable table, beige/brown, 120/170x80 cm",IKEA,dining room,Dining table,"{""widthCm"":null,""depthCm"":null,""heightCm"":null,""lengthCm"":null,""diameterCm"":null,""weightKg"":null}",,,,56,off_f80aa10fc688ed83af19
prd_4ed3a901c7097847ba92,,"PINNTORP Table, light brown stained/white stained pine, 125x75 cm",IKEA,dining room,Dining table,"{""widthCm"":null,""depthCm"":null,""heightCm"":null,""lengthCm"":null,""diameterCm"":null,""weightKg"":null}",,,,56,off_5059029bcc5c1faa09bf
prd_bfd88bb8972cf2c5cb81,,"LISABO Table, black/ash veneer, 140x78 cm",IKEA,dining room,Dining table,"{""widthCm"":null,""depthCm"":null,""heightCm"":null,""lengthCm"":null,""diameterCm"":null,""weightKg"":null}",,,,56,off_c207a16cf2ab91a5e739
prd_8fe9bdb4a2b3494abd26,,"LISABO Table, ash veneer, 140x78 cm",IKEA,dining room,Dining table,"{""widthCm"":null,""depthCm"":null,""heightCm"":null,""lengthCm"":null,""diameterCm"":null,""weightKg"":null}",,,,56,off_308b6ae43ca6f478882f
prd_535299310ee5abaf9593,,"SKOGSTA Dining table, acacia/black, 235x100 cm",IKEA,dining room,Dining table,"{""widthCm"":null,""depthCm"":null,""heightCm"":null,""lengthCm"":null,""diameterCm"":null,""weightKg"":null}",,,,56,off_d8e70bdc15c3148264f3
prd_f14ef46285a9c3db732e,,"PINNTORP Gateleg table, light brown stained/white stained pine, 67/124x75 cm",IKEA,dining room,Dining table,"{""widthCm"":null,""depthCm"":null,""heightCm"":null,""lengthCm"":null,""diameterCm"":null,""weightKg"":null}",,,,56,off_a53181ec3437128b0e52
prd_c65cf2b40aee9fe755cf,,"BERGSHYTTAN Table, dark brown ash veneer, 240x93 cm",IKEA,dining room,Dining table,"{""widthCm"":null,""depthCm"":null,""heightCm"":null,""lengthCm"":null,""diameterCm"":null,""weightKg"":null}",,,,56,off_ca4d91b05c638d0e029c
prd_2dbe4c059f8f0f0ce742,,"ÅLHULT Table, black/brown, 170x80 cm",IKEA,dining room,Dining table,"{""widthCm"":null,""depthCm"":null,""heightCm"":null,""lengthCm"":null,""diameterCm"":null,""weightKg"":null}",,,,56,off_60f0dda56699ca18c99f
prd_b95bbc60f1f057c24878,,"HAUGA Table, white/birch veneer, 118x74 cm",IKEA,dining room,Dining table,"{""widthCm"":null,""depthCm"":null,""heightCm"":null,""lengthCm"":null,""diameterCm"":null,""weightKg"":null}",,,,56,off_892fa64363af4454b6ea
prd_5de672914f4933601eac,,"NORDKISA Bedside table, bamboo, 40x40 cm",IKEA,bedroom,Bedside table,"{""widthCm"":null,""depthCm"":null,""heightCm"":null,""lengthCm"":null,""diameterCm"":null,""weightKg"":null}",,,,56,off_70d4066b5b66f12e0ab2
prd_129d6eccdb5a8ad3321e,,"GILLERSBERG Bedside table, bamboo/white, 39x39x56 cm",IKEA,bedroom,Bedside table,"{""widthCm"":null,""depthCm"":null,""heightCm"":null,""lengthCm"":null,""diameterCm"":null,""weightKg"":null}",,,,56,off_21cbe2d869d396b8022f
prd_6b6c12e1ac3c027e6847,,"SONGESAND Bedside table, brown, 42x40 cm",IKEA,bedroom,Bedside table,"{""widthCm"":null,""depthCm"":null,""heightCm"":null,""lengthCm"":null,""diameterCm"":null,""weightKg"":null}",,,,56,off_e19724ad326489b02a57
prd_79d7ce2e352459f2887e,,"TONSTAD Bedside table, off-white, 40x40x59 cm",IKEA,bedroom,Bedside table,"{""widthCm"":null,""depthCm"":null,""heightCm"":null,""lengthCm"":null,""diameterCm"":null,""weightKg"":null}",,,,56,off_1fb756187ca0c1f413d5
prd_a35e1e977124859a4a49,,"TONSTAD Bedside table, brown stained oak veneer, 40x40x59 cm",IKEA,bedroom,Bedside table,"{""widthCm"":null,""depthCm"":null,""heightCm"":null,""lengthCm"":null,""diameterCm"":null,""weightKg"":null}",,,,56,off_3f0fc619695b0f67bd5c
prd_c3b2dec8d5a78beb7cb6,,"NORDLI Chest of 2 drawers, white, 40x54 cm",IKEA,bedroom,Chest of drawers,"{""widthCm"":null,""depthCm"":null,""heightCm"":null,""lengthCm"":null,""diameterCm"":null,""weightKg"":null}",,,,56,off_a884e53ab1ae87b42d64
prd_4cb18245d3c67672b5b4,,"MALM Chest of 2 drawers, black-brown, 40x55 cm",IKEA,bedroom,Chest of drawers,"{""widthCm"":null,""depthCm"":null,""heightCm"":null,""lengthCm"":null,""diameterCm"":null,""weightKg"":null}",,,,56,off_b7ba77ce301ca6b1e667
prd_73e2df3fabc3bf791014,,"MALM Chest of 2 drawers, white, 40x55 cm",IKEA,bedroom,Chest of drawers,"{""widthCm"":null,""depthCm"":null,""heightCm"":null,""lengthCm"":null,""diameterCm"":null,""weightKg"":null}",,,,56,off_29137e040d386555cf02
prd_5c492ea6955ada4d5964,,"HEMNES Chest of 2 drawers, white stain, 54x66 cm",IKEA,bedroom,Chest of drawers,"{""widthCm"":null,""depthCm"":null,""heightCm"":null,""lengthCm"":null,""diameterCm"":null,""weightKg"":null}",,,,56,off_1513a07fc1aefd648758
prd_2b7ea502e8e9ad8706d3,,"KULLEN Chest of 2 drawers, black-brown, 35x49 cm",IKEA,bedroom,Chest of drawers,"{""widthCm"":null,""depthCm"":null,""heightCm"":null,""lengthCm"":null,""diameterCm"":null,""weightKg"":null}",,,,56,off_ad1c7143f14a7bbf2adc
prd_2d8944b16993b41eac6a,,"BLÄSTÅSEN Bedside table, white, 50x37x76 cm",IKEA,bedroom,Bedside table,"{""widthCm"":null,""depthCm"":null,""heightCm"":null,""lengthCm"":null,""diameterCm"":null,""weightKg"":null}",,,,56,off_2f995826f1cc0beeb33b
prd_76a04ceb5336768d9049,,"BLÄSTÅSEN Bedside table, black, 50x37x76 cm",IKEA,bedroom,Bedside table,"{""widthCm"":null,""depthCm"":null,""heightCm"":null,""lengthCm"":null,""diameterCm"":null,""weightKg"":null}",,,,56,off_85f93d5624555248d8ae
prd_b9f67581700c35a9a213,,"HAUGA Bedside table, white, 40x36 cm",IKEA,bedroom,Bedside table,"{""widthCm"":null,""depthCm"":null,""heightCm"":null,""lengthCm"":null,""diameterCm"":null,""weightKg"":null}",,,,56,off_79df0e5b9690fa063d0a
prd_d67fe44ab646e819b6ea,,"GULLABERG Bedside table with 1 drawer and shelf, grey, 53x43x69 cm",IKEA,bedroom,Bedside table,"{""widthCm"":null,""depthCm"":null,""heightCm"":null,""lengthCm"":null,""diameterCm"":null,""weightKg"":null}",,,,56,off_41d91283cd57a1812e51
prd_0e70d2fa7f2cb80226f7,,"GULLABERG Bedside table with 1 drawer and shelf, white, 53x43x69 cm",IKEA,bedroom,Bedside table,"{""widthCm"":null,""depthCm"":null,""heightCm"":null,""lengthCm"":null,""diameterCm"":null,""weightKg"":null}",,,,56,off_5f0fd42166a1a0c080f5
prd_8dded96b3a54755535b0,,"KULLEN Chest of 6 drawers, white, 140x40x72 cm",IKEA,bedroom,Chest of drawers,"{""widthCm"":null,""depthCm"":null,""heightCm"":null,""lengthCm"":null,""diameterCm"":null,""weightKg"":null}",,,,56,off_202929ee23c3b56b840f
prd_80df065c17cbfa9b7aa5,,"IDANÄS Chest of 6 drawers, white, 162x95 cm",IKEA,bedroom,Chest of drawers,"{""widthCm"":null,""depthCm"":null,""heightCm"":null,""lengthCm"":null,""diameterCm"":null,""weightKg"":null}",,,,56,off_c597c9b99a20972f68e1
prd_85a4e422e83fd263848f,,"IDANÄS Chest of 6 drawers, dark brown stained, 162x95 cm",IKEA,bedroom,Chest of drawers,"{""widthCm"":null,""depthCm"":null,""heightCm"":null,""lengthCm"":null,""diameterCm"":null,""weightKg"":null}",,,,56,off_82d3defd3835950ca767
prd_3af56dc14aa1facdaa8c,,"KILBERGET Chest of 6 drawers, white, 144x78 cm",IKEA,bedroom,Chest of drawers,"{""widthCm"":null,""depthCm"":null,""heightCm"":null,""lengthCm"":null,""diameterCm"":null,""weightKg"":null}",,,,56,off_1a50e4090116aa48f645
prd_a0c4c0e812a938afcd5a,,"KULLEN Chest of 5 drawers, black-brown, 70x40x112 cm",IKEA,bedroom,Chest of drawers,"{""widthCm"":null,""depthCm"":null,""heightCm"":null,""lengthCm"":null,""diameterCm"":null,""weightKg"":null}",,,,56,off_648f4fa860b2e2ea3b01
prd_3733f215a8a15ff762a1,,"GULLABERG Chest of 8 drawers, white, 168x48x100 cm",IKEA,bedroom,Chest of drawers,"{""widthCm"":null,""depthCm"":null,""heightCm"":null,""lengthCm"":null,""diameterCm"":null,""weightKg"":null}",,,,56,off_0b097b0669425ba83d23
prd_812d2ae975a6170c331a,,"GULLABERG Chest of 8 drawers, grey, 168x48x100 cm",IKEA,bedroom,Chest of drawers,"{""widthCm"":null,""depthCm"":null,""heightCm"":null,""lengthCm"":null,""diameterCm"":null,""weightKg"":null}",,,,56,off_e9dd500c8ad6ebd8e891
prd_7fc2c634cbca1f7dd310,,"HEMNES Chest of 8 drawers, grey stained, 160x96 cm",IKEA,bedroom,Chest of drawers,"{""widthCm"":null,""depthCm"":null,""heightCm"":null,""lengthCm"":null,""diameterCm"":null,""weightKg"":null}",,,,56,off_e80b3216ae68c0ac8b67
prd_21be74d6dc10ba75079d,,"HEMNES Chest of 8 drawers, white stain, 160x96 cm",IKEA,bedroom,Chest of drawers,"{""widthCm"":null,""depthCm"":null,""heightCm"":null,""lengthCm"":null,""diameterCm"":null,""weightKg"":null}",,,,56,off_f7c41549a530bc55a5eb
prd_8565705880952dd723cd,,"STOREMOLLA Chest of 3 drawers, light grey-beige stained, 93x50x91 cm",IKEA,bedroom,Chest of drawers,"{""widthCm"":null,""depthCm"":null,""heightCm"":null,""lengthCm"":null,""diameterCm"":null,""weightKg"":null}",,,,56,off_8f71db98afa474e30da7
prd_570e23e549574e7da2dd,,"LASTARE Chest of 4 drawers, white, 80x42x100 cm",IKEA,bedroom,Chest of drawers,"{""widthCm"":null,""depthCm"":null,""heightCm"":null,""lengthCm"":null,""diameterCm"":null,""weightKg"":null}",,,,56,off_d17d3d02e1ed59383c48
prd_fce63c6cfe96f9b1f0e3,,"MALM Chest of 3 drawers, white, 80x78 cm",IKEA,bedroom,Chest of drawers,"{""widthCm"":null,""depthCm"":null,""heightCm"":null,""lengthCm"":null,""diameterCm"":null,""weightKg"":null}",,,,56,off_966e75d6022e920ef3ec
prd_9752b609b11281b6c5b5,,"MALM Chest of 3 drawers, black-brown, 80x78 cm",IKEA,bedroom,Chest of drawers,"{""widthCm"":null,""depthCm"":null,""heightCm"":null,""lengthCm"":null,""diameterCm"":null,""weightKg"":null}",,,,56,off_f9124bf04d5be08fec29
prd_c0158cab391e13021a06,,"HEMNES Chest of 3 drawers, white stain, 108x96 cm",IKEA,bedroom,Chest of drawers,"{""widthCm"":null,""depthCm"":null,""heightCm"":null,""lengthCm"":null,""diameterCm"":null,""weightKg"":null}",,,,56,off_cf5002b15497b7bc0269
prd_3d81b1043b7ec1229dcd,,"MALM Chest of 6 drawers, black-brown/mirror glass, 40x123 cm",IKEA,bedroom,Chest of drawers,"{""widthCm"":null,""depthCm"":null,""heightCm"":null,""lengthCm"":null,""diameterCm"":null,""weightKg"":null}",,,,56,off_cee104b8070359d9f69d
prd_a7ad07ea34716da4bea6,,Capitonne 3 Seater Sofa,Pan Home,living room,3-seater sofa,"{""widthCm"":null,""depthCm"":null,""heightCm"":null,""lengthCm"":null,""diameterCm"":null,""weightKg"":null}",,,,56,off_33dfecc644167b89d88d
prd_8a8f98f0bef4b5fbd69c,,Stome 3 Seater Sofa - Beige,Pan Home,living room,3-seater sofa,"{""widthCm"":null,""depthCm"":null,""heightCm"":null,""lengthCm"":null,""diameterCm"":null,""weightKg"":null}",,,,56,off_c43b3ae78618d47bb640
prd_55354e34500277336f92,,Kingdom 3 Seater Sofa - Beige,Pan Home,living room,3-seater sofa,"{""widthCm"":null,""depthCm"":null,""heightCm"":null,""lengthCm"":null,""diameterCm"":null,""weightKg"":null}",,,,56,off_2fee07e999fe8ba98ae4
prd_660ecefd67ac7d8c1b42,,Teek 3 Seater Sofa - Grey,Pan Home,living room,3-seater sofa,"{""widthCm"":null,""depthCm"":null,""heightCm"":null,""lengthCm"":null,""diameterCm"":null,""weightKg"":null}",,,,56,off_18e67230d364b9aa3896
prd_12954d0700ad353e07f7,,Glue 3 Seater Sofa,Pan Home,living room,3-seater sofa,"{""widthCm"":null,""depthCm"":null,""heightCm"":null,""lengthCm"":null,""diameterCm"":null,""weightKg"":null}",,,,56,off_fdcd428ac5cfd5c736bc
prd_ec4b0215f858fe177236,,Shelon 2 Seater Sofa - Beige,Pan Home,living room,2-seater sofa,"{""widthCm"":null,""depthCm"":null,""heightCm"":null,""lengthCm"":null,""diameterCm"":null,""weightKg"":null}",,,,56,off_c1d71e836c3346db8b7e
prd_8eac5cf74c36ece28a23,,Mover 3 Seater Sofa,Pan Home,living room,3-seater sofa,"{""widthCm"":null,""depthCm"":null,""heightCm"":null,""lengthCm"":null,""diameterCm"":null,""weightKg"":null}",,,,56,off_bd2cb8bc78da2c4a0184
prd_28a054be59e9677b49e8,,Lilac 2 Seater Sofa,Pan Home,living room,2-seater sofa,"{""widthCm"":null,""depthCm"":null,""heightCm"":null,""lengthCm"":null,""diameterCm"":null,""weightKg"":null}",,,,56,off_5056d11c8be20c64fa51
prd_33693559522722cd44b6,,Arros 3 Seater Sofa - Grey,Pan Home,living room,3-seater sofa,"{""widthCm"":null,""depthCm"":null,""heightCm"":null,""lengthCm"":null,""diameterCm"":null,""weightKg"":null}",,,,56,off_9456f2c7a69c29bec292
prd_8138214cc689491a9b23,,Otic 3 Seater Sofa - Dark Blue,Pan Home,living room,3-seater sofa,"{""widthCm"":null,""depthCm"":null,""heightCm"":null,""lengthCm"":null,""diameterCm"":null,""weightKg"":null}",,,,56,off_3a0c10737b4b4c287681
prd_32c5570de373ba103da7,,Royalstar 3-Seater Sofa - Light Grey,Pan Home,living room,3-seater sofa,"{""widthCm"":null,""depthCm"":null,""heightCm"":null,""lengthCm"":null,""diameterCm"":null,""weightKg"":null}",,,,56,off_e76f372b3883dbe4a323
